NFT No,File Path,Name,Size (KB),CRC Value,NFT ID,Containment Field,Containment Field ID,Containment Field %,Heart Humidor,Heart Humidor ID,Heart Humidor %,Brain Bucket,Brain Bucket ID,Brain Bucket %,Exhaust Spout,Exhaust Spout ID,Exhaust Spout %,Aroma Nozzle,Aroma Nozzle ID,Aroma Nozzle %,Rarity Score,Listing Price,Rarity Type,Rarity Counts,Description,Listed on OpenSea?,Contract Address,token_id
12,C:\Users\Tynan\Documents\layer.bot\nfts\#12,#12,1127335,FE5001AB,a4cb1bd13dc62c72,Glow,95957a5e6a5a286a,0.013,Painted,add22dd2c23dd249,0.0156,Tongue,e49e9b6986266633,0.013,Tin,b03030c6cfcfcbc9,0.1923,Sneeze,ec6c93926c6c9393,0.0239,1072889.176697848,0.005,OEM,5844,"Chopzy#12 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
13,C:\Users\Tynan\Documents\layer.bot\nfts\#13,#13,976630,6DFF4371,8cca3cb139f20db6,Solid,8800220088002200,0.0817,Tee,bdc22db2c92d32c3,0.0407,Smiley,e4c69b396166649b,0.0117,Lids,e0649c9e9bcb6386,0.0136,Widget,ca48b59b66b4595a,0.0086,8549.931600547196,0.005,OEM,5844,"Chopzy#13 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
14,C:\Users\Tynan\Documents\layer.bot\nfts\#14,#14,960297,AC9F2BC9,84ce1b7133f25933,Glow,95906a6b6e786f30,0.0105,Shirt,b7c83dc24db00ff0,0.0158,Say Aaah,e48e9b7167246633,0.0053,Lids,e0649c9e9bcb6386,0.0136,Nozzle Port,e626999966669999,0.0411,10783826.29654159,0.005,OEM,5844,"Chopzy#14 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
15,C:\Users\Tynan\Documents\layer.bot\nfts\#15,#15,1531775,5C95C216,b4dd8e9c69620d36,Curlies,95c56ac6298b6f0b,0.0257,Tee,bfc02f34c22df20b,0.0234,Big Grin,e4d69a6d653464c3,0.0077,Blank,8000000000000000,1,Average,ed6c92926d6c9293,0.5773,74.025710609809,0.005,OEM,5844,"Chopzy#15 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
16,C:\Users\Tynan\Documents\layer.bot\nfts\#16,#16,1598402,D6B64CE5,b2ce1fc039c63c33,Glow,c59e3a682b652d74,0.012,Tin,bdc23fe4c22dd248,0.218,Cancer Stick,e4c69b3965c63493,0.0103,Painted,b03030cecfcb8b9b,0.0075,Large,ea6a95916a6e9591,0.0327,151326859.63080907,0.005,Luxury,452,"Chopzy#16 is seen as LUXURY in TinMania.
There exists only 452 LUXURY Chopzies in the entire metaverse of TinMania.  
100% of TinMania! proceeds from the 'Cancer Stick' trait are donated to the [GO2 Foundation](https://go2foundation.org/get-involved/donate-cryptocurrency/) for Lung Cancer.",no,,
17,C:\Users\Tynan\Documents\layer.bot\nfts\#17,#17,1680567,515CDC8,c0e64b3939366727,Curlies,c4f42b862b993d99,0.0122,Shirt,b7c03dc24db22fd0,0.0233,Smiley,e4c69b396166649b,0.0117,Painted,b632c1c1c93ececc,0.1098,Average,ed6c92926d6c9293,0.5773,55498.3856805947,0.005,OEM,5844,"Chopzy#17 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
18,C:\Users\Tynan\Documents\layer.bot\nfts\#18,#18,1283781,311EAEA2,b7c41bc439649e36,Glow,94906b4f661c7a73,0.0141,Tin,bdc23fe4c22dd248,0.218,Say Aaah,e4929b6d66303367,0.0073,Painted,b232c1c9c93ececc,0.0345,Flames,ed6c92926d6d9292,0.0884,106672.63760355294,0.005,OEM,5844,"Chopzy#18 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
19,C:\Users\Tynan\Documents\layer.bot\nfts\#19,#19,1263732,A057546F,a4c22dc339b24fe6,Stripz,826da05d862ffa2b,0.013,Tee,bdc22db2c92d32c3,0.0407,Widget,bce09f61603ce28f,0.01,Painted,b632c1c1c93ececc,0.1098,Average,ed6c92926d6c9293,0.5773,1213.5362395050656,0.005,OEM,5844,"Chopzy#19 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
20,C:\Users\Tynan\Documents\layer.bot\nfts\#20,#20,1326709,1181E082,b1e01bcc4dc61db3,Flower Fun,95d72b613b607ce0,0.0241,Tin,bdc23fe4c22dd248,0.218,Striped,e4c69b39656466c3,0.0143,Lids,e131949ececf6990,0.0478,Flames,ed6c92926d6d9292,0.0884,45044.97001879227,0.005,OEM,5844,"Chopzy#20 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
21,C:\Users\Tynan\Documents\layer.bot\nfts\#21,#21,2710297,98A4CA48,a40af3107cf60ff2,Sky,a01af126ce788df3,0.0109,Tin,bdc23fe4c22dd248,0.218,Smiley,e4c69b396c666683,0.0513,Painted,b632c1c1c93ececc,0.1098,Shower,e49b9b64649b9a64,0.0119,322082.9289566056,0.005,OEM,5844,"Chopzy#21 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
22,C:\Users\Tynan\Documents\layer.bot\nfts\#22,#22,1476061,DA3FC6C0,9ce433c31332cf65,Curlies,94c568e69b9bc90b,0.0161,Tin,bdc23fe4c22dd248,0.218,Soop,e4869b39653066cf,0.0053,Tin,b03030c6cfcfcbc9,0.1923,Large,ea6a95916a6e9591,0.0327,45309.63811001831,0.005,OEM,5844,"Chopzy#22 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
23,C:\Users\Tynan\Documents\layer.bot\nfts\#23,#23,742329,4E833F30,e4c22f9139c42f67,Solid,8800220088002200,0.0817,Tee,bfc02fb0c32db249,0.0158,Tongue,e48e9b3986666633,0.011,Painted,b232c1c9c93ececc,0.0345,Average,ed6c92926d6c9293,0.5773,3177.7685347083657,0.005,OEM,5844,"Chopzy#23 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
24,C:\Users\Tynan\Documents\layer.bot\nfts\#24,#24,1791695,61D24A5,c46d3b398686ce36,Curlies,c45729e2893afd0b,0.0125,Tee,bfc02f34c22df20b,0.0234,Widget,e4c69b396c2666c3,0.0107,Poppies,f9694c86969696b2,0.0109,Shower,e49b9b64649b9a64,0.0119,26357284.857015025,0.005,OEM,5844,"Chopzy#24 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
25,C:\Users\Tynan\Documents\layer.bot\nfts\#25,#25,1034106,73A43805,acc23dd32de64d30,Stripz,a87da2afe606846b,0.0106,Tee,acd33dc219e49b34,0.0257,Striped,e4869b396d2636c3,0.0073,Tin,b03030c6cfcfcbc9,0.1923,Average,ed6c92926d6c9293,0.5773,849.7932810710126,0.005,OEM,5844,"Chopzy#25 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
26,C:\Users\Tynan\Documents\layer.bot\nfts\#26,#26,1124100,7C63EB6A,bcd22dc64df24964,Stripez,8aeb93998b3d8c23,0.0136,Tee,add23dc219e68b34,0.0223,Big Grin,e4c69b396c6624ce,0.0063,Soop,ba3ac1c1c13ececc,0.013,Average,ed6c92926d6c9293,0.5773,9797.520521886485,0.005,OEM,5844,"Chopzy#26 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
27,C:\Users\Tynan\Documents\layer.bot\nfts\#27,#27,1753204,816A024D,f3c29f849dc24cb1,Flower Fun,8dd791e1b7701ce0,0.0111,Tattoo,bdc23fe4c22d9249,0.0142,Big Grin,e4ce9b3961666493,0.0123,Lids,e131949ececf6990,0.0478,Widget,ca4ab5b5664ad549,0.0092,14426897.720473984,0.005,OEM,5844,"Chopzy#27 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
28,C:\Users\Tynan\Documents\layer.bot\nfts\#28,#28,1144982,2A4F13F0,b0cc1bcc3d623d66,Glow,95906a6b6e786f30,0.0105,Tin,bdc23fe4c22dd248,0.218,Bummed,e4ce9b396c2620cf,0.013,Painted,b232c1c9c93ececc,0.0345,Average,ed6c92926d6c9293,0.5773,21934.793730184436,0.005,OEM,5844,"Chopzy#28 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
29,C:\Users\Tynan\Documents\layer.bot\nfts\#29,#29,1675981,A0EF855D,b4d38cc33dc02de6,Flower Fun,8dd791e1b7701ce0,0.0111,Shirt,b6c33cc32dd22fc0,0.0183,Say Aaah,e4ce9b31664c6663,0.0073,Painted,b632c1c1c93ececc,0.1098,Average,ed6c92926d6c9293,0.5773,1421.2586588798065,0.005,OEM,5844,"Chopzy#29 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
30,C:\Users\Tynan\Documents\layer.bot\nfts\#30,#30,1854578,E35F6CB2,d4a43b6133cecd61,Curlies,d4952a662d3a3da9,0.0138,Tin,bdc23fe4c22dd248,0.218,Tongue,e49e9b7186646633,0.0187,Tin,b03030c6cfcfcbc9,0.1923,Bent,ed24929b6d64929b,0.0211,81922.40255436962,0.005,OEM,5844,"Chopzy#30 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
31,C:\Users\Tynan\Documents\layer.bot\nfts\#31,#31,1942498,E2F09212,b5c41bc80dc75d63,Curlies,95c56ac6298b6f0b,0.0257,Tin,bdc23fe4c22dd248,0.218,Bummed,e4ce9b396c2620cf,0.013,Lids,e131949ececb6992,0.0136,Sneeze,cab4954b6ab4995a,0.0095,35504.30312153834,0.005,OEM,5844,"Chopzy#31 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
32,C:\Users\Tynan\Documents\layer.bot\nfts\#32,#32,1797077,C653C204,b4cc8bc119f63d62,Curlies,94c12ac31bdf634e,0.0133,Tin,bdc23fe4c22dd248,0.218,Smiley,e4c69b396c666683,0.0513,Beanie,bc34c3c3983cc3d3,0.0413,Average,ed6c92926d6c9293,0.5773,14465.72671768886,0.005,OEM,5844,"Chopzy#32 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
33,C:\Users\Tynan\Documents\layer.bot\nfts\#33,#33,2073047,36DAC4A6,b09c4bc76b9c1c66,Curlies,95d56ace290a6f0b,0.0225,Tin,bdc23fe4c22dd248,0.218,Say Aaah,e4929b6d66303367,0.0073,Beanie,bc34c3c3983cc3d3,0.0413,Average,ed6c92926d6c9293,0.5773,8550.851793122749,0.005,OEM,5844,"Chopzy#33 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
34,C:\Users\Tynan\Documents\layer.bot\nfts\#34,#34,1544559,815412E6,91c619cc33cecc3b,Curlies,94c568e6299bed0b,0.0213,Stellar,bdc23dc2833cc33c,0.0217,Big Grin,e4c69b3967662493,0.007,Lids,e1619e9e9e9e2161,0.0127,Flames,ed6c92926d6d9292,0.0884,41818.11095549198,0.005,OEM,5844,"Chopzy#34 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
35,C:\Users\Tynan\Documents\layer.bot\nfts\#35,#35,1919844,BE4A4FAD,a5cc5bd039b61c63,Curlies,ebaa56199ce64646,0.0127,Tin,bdc23fe4c22dd248,0.218,Big Grin,e4c69b3965646693,0.034,Beanie,bc34c3c31c3cc3d3,0.0138,Sneeze,ec6c93926c6c9393,0.0239,1095122.7425178115,0.005,OEM,5844,"Chopzy#35 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
36,C:\Users\Tynan\Documents\layer.bot\nfts\#36,#36,1519168,5E63BA7,903c4bc7d9cc3c63,Glow,94906bcf669c3a72,0.0094,Tin,bdc23fe4c22dd248,0.218,Big Grin,e4ce9b3971646493,0.0087,Beanie,bc34c3c39a3cc3c3,0.0112,Widget,ed6d9292266c9999,0.0148,2943987.1817384996,0.005,OEM,5844,"Chopzy#36 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
37,C:\Users\Tynan\Documents\layer.bot\nfts\#37,#37,1548064,549B0CEF,b6c81fc0696669b6,Glow,95957a5e6a782938,0.0112,Tin,bdc23fe4c22dd248,0.218,Widget,bce09f71e01e608f,0.006,Blank,8000000000000000,1,Large,ea6a95916a6e9591,0.0327,12524.999899800001,0.005,OEM,5844,"Chopzy#37 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
38,C:\Users\Tynan\Documents\layer.bot\nfts\#38,#38,1537790,728CAACB,b4c41bcc39f22d66,Glow,94906b4f661c7a73,0.0141,Tin,bdc23fe4c22dd248,0.218,Bummed,e4ce9b316c3620cf,0.006,Painted,b632c1c1c93ececc,0.1098,Average,ed6c92926d6c9293,0.5773,5132.399997906778,0.005,OEM,5844,"Chopzy#38 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
39,C:\Users\Tynan\Documents\layer.bot\nfts\#39,#39,1488217,E6C5CB0E,b5c31fd32dc64c30,Flower Fun,8dd791e1b7701ce0,0.0111,Shirt,b7c83dc24db00ff0,0.0158,Big Grin,e4ce9b31656c64c3,0.0067,Tin,b03030c6cfcfcbc9,0.1923,Average,ed6c92926d6c9293,0.5773,51361.66483836658,0.005,OEM,5844,"Chopzy#39 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
40,C:\Users\Tynan\Documents\layer.bot\nfts\#40,#40,1907555,17CEB9F0,b4bc0fc78f8c1c26,Glow,bffb448856a84897,0.0128,Tin,bdc23fe4c22dd248,0.218,Widget,bcc29f3d061e6037,0.0053,Beanie,bc34c3c3983cc3d3,0.0413,Average,ed6c92926d6c9293,0.5773,15030.79416759858,0.005,OEM,5844,"Chopzy#40 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
41,C:\Users\Tynan\Documents\layer.bot\nfts\#41,#41,1418386,EBE6084E,9c84735916b6ce65,Hearts,ac4fd39236632785,0.0108,Shirt,b7c83dc24db00ff0,0.0158,Bummed,e4c69b396c2626cd,0.0297,Tin,b03030c6cfcfcbc9,0.1923,Widget,ca4ab5b5664ad549,0.0092,3312470.7038466004,0.005,OEM,5844,"Chopzy#41 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
42,C:\Users\Tynan\Documents\layer.bot\nfts\#42,#42,1497665,3054744,b2cc9fc039e22ce6,Glow,95957a5e6a3a6868,0.0127,Tin,bdc23fe4c22dd248,0.218,Smiley,e4939bcd663231c3,0.0067,Painted,b632c1c1c93ececc,0.1098,Hearts,e575dcd863636640,0.0156,210869.0526699037,0.005,OEM,5844,"Chopzy#42 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
43,C:\Users\Tynan\Documents\layer.bot\nfts\#43,#43,1154443,7DCAC96,c4d23bdb2c668d31,Glow,d0922f6dbe303873,0.0123,Tee,bfc02fb0ca2df209,0.0161,Striped,e4c69b39646476c3,0.005,Tin,b03030c6cfcfcbc9,0.1923,Nozzle Port,e626999966669999,0.0411,10286.64571503241,0.005,OEM,5844,"Chopzy#43 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
44,C:\Users\Tynan\Documents\layer.bot\nfts\#44,#44,1834620,247805B2,b4da4fc1391c6536,Curlies,95d56ace290a6f0b,0.0225,Shirt,b7c83dc24db00ff0,0.0158,Widget,bcc09f71e11e6037,0.0087,Painted,b632c1c1c93ececc,0.1098,Average,ed6c92926d6c9293,0.5773,44376.85264012898,0.005,OEM,5844,"Chopzy#44 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
45,C:\Users\Tynan\Documents\layer.bot\nfts\#45,#45,1369629,8E46B12C,a4f31e994cce2999,Glow,bafa449256ad45b1,0.0102,Shirt,b6c33cc32dd22fc0,0.0183,Bummed,e4c69b396c2626cd,0.0297,Lids,e131949ececb6992,0.0136,Bent,ed24929b6d64929b,0.0211,341647.67105615593,0.005,OEM,5844,"Chopzy#45 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
46,C:\Users\Tynan\Documents\layer.bot\nfts\#46,#46,1001063,E3F388C3,8cc433713f668e71,Solid,8800220088002200,0.0817,Tin,bdc23fe4c22dd248,0.218,Smiley,e4869b396d662693,0.013,Tin,b03030c6cfcfcbc9,0.1923,Nozzle Port,e626999966669999,0.0411,580.3933132793514,0.005,OEM,5844,"Chopzy#46 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
47,C:\Users\Tynan\Documents\layer.bot\nfts\#47,#47,1288667,3FE9F6FA,849c5b39636ee433,Glow,94926b4f661c3a73,0.0356,Tee,bfc02f30c22db2cb,0.0148,Tongue,e49e9b7186646663,0.0107,Blank,8000000000000000,1,Shower,e49b9b64649b9a64,0.0119,159492.88916902928,0.005,OEM,5844,"Chopzy#47 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
48,C:\Users\Tynan\Documents\layer.bot\nfts\#48,#48,1785561,1005BB5D,b0964bc3699e3c36,Glow,95956a5e6a7a292a,0.0136,Shirt,b7c03dc20db26fd0,0.0139,Tats,e4869b39666631d3,0.006,Beanie,bc34c3c3983cc3d3,0.0413,Average,ed6c92926d6c9293,0.5773,221868.0070105114,0.005,OEM,5844,"Chopzy#48 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
49,C:\Users\Tynan\Documents\layer.bot\nfts\#49,#49,1841737,37F1F0FD,b4e69bc999c62d60,Curlies,94d468e6a398b9b9,0.0084,Shirt,b7c83de29d620fc0,0.0211,Smiley,e4c69b396c666683,0.0513,Painted,b030308bcbcbcfce,0.0078,Average,ed6c92926d6c9293,0.5773,26437.7537892175,0.005,OEM,5844,"Chopzy#49 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
50,C:\Users\Tynan\Documents\layer.bot\nfts\#50,#50,849193,C57A5789,b7c619c83be62c64,Solid,8800220088002200,0.0817,Tin,bdc23fe4c22dd248,0.218,Tongue,e4969a69233666cd,0.0053,Blank,8000000000000000,1,Average,ed6c92926d6c9293,0.5773,7.945879028759315,0.005,OEM,5844,"Chopzy#50 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
51,C:\Users\Tynan\Documents\layer.bot\nfts\#51,#51,1644259,D7D56FC,91a689cc73337467,Glow,95852b9e6329db64,0.0108,Stellar,bdc23dc2833cc33c,0.0217,Big Grin,e4b39bcd663031c3,0.008,Blank,8000000000000000,1,Bent,ed24929b6d64929b,0.0211,4388.274530454625,0.005,OEM,5844,"Chopzy#51 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
52,C:\Users\Tynan\Documents\layer.bot\nfts\#52,#52,1457893,16927E27,b09c4bcd2da63963,Glow,94906b4f661c7a73,0.0141,Tin,bdc23fe4c22dd248,0.218,Smiley,e4c69b396c666683,0.0513,Painted,b232c1c9c93ececc,0.0345,Sneeze,cab4954b6ab4995a,0.0095,992616.964647798,0.005,OEM,5844,"Chopzy#52 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
53,C:\Users\Tynan\Documents\layer.bot\nfts\#53,#53,1633322,A6977A4,e59249924fce6933,Curlies,94d46966a319b9b9,0.0112,Tee,bdd26db2c90d72c0,0.0203,Say Aaah,e48e9b31e7646433,0.0083,Lids,e131949ececf6990,0.0478,Average,ed6c92926d6c9293,0.5773,3235.582838220133,0.005,OEM,5844,"Chopzy#53 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
54,C:\Users\Tynan\Documents\layer.bot\nfts\#54,#54,1166589,BA64A0BC,c4c639f339c64c33,Glow,d0922f6dbe103973,0.0119,Tee,add23dc219e68b34,0.0223,Widget,e48e9b31c7666631,0.0197,Blank,8000000000000000,1,Average,ed6c92926d6c9293,0.5773,145.56316203945633,0.005,OEM,5844,"Chopzy#54 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
55,C:\Users\Tynan\Documents\layer.bot\nfts\#55,#55,1250458,8A63F493,b3c09fc41fc20d73,Stripez,88e45b10db478e77,0.0114,Tin,bdc23fe4c22dd248,0.218,Say Aaah,e4929b6d66303367,0.0073,Lids,e131949ececf6990,0.0478,Average,ed6c92926d6c9293,0.5773,14581.734986345362,0.005,OEM,5844,"Chopzy#55 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
56,C:\Users\Tynan\Documents\layer.bot\nfts\#56,#56,1587004,8178C130,e13cc39ccc66c933,Curlies,94c12ac31bdf634e,0.0133,Tee,e79c6196c936d924,0.0193,Bummed,e4c69b396c2626cd,0.0297,Lids,e131949ececf6990,0.0478,Average,ed6c92926d6c9293,0.5773,2724.701337448533,0.005,OEM,5844,"Chopzy#56 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
